ad_id,rec_num,coder,NOCODE,NOCODE_TXT,TEXT,VIDEO,IMAGE,LINK,ADREMOVED,NODISCLAIMER,OFFICE1,CAND1,TONE1,OFFICE2,CAND2,TONE2,OFFICE3,CAND3,TONE3,OFFICE4,CAND4,TONE4,OFFICE5,CAND5,TONE5,OFFICE6,CAND6,TONE6,OFFICE7,CAND7,TONE7,OFFICE8,CAND8,TONE8,MORETHAN8,MORETHAN8_TXT,candnumber,othercand1_mnt,othercand1_pic,othercand1_audio,othercand1_ocr,othercand1_txt,othercand2_mnt,othercand2_pic,othercand2_audio,othercand2_ocr,othercand2_txt,othercand3_mnt,othercand3_pic,othercand3_audio,othercand3_ocr,othercand3_txt,othercand4_mnt,othercand4_pic,othercand4_audio,othercand4_ocr,othercand4_txt,othercand5_mnt,othercand5_pic,othercand5_audio,othercand5_ocr,othercand5_txt,DEMMT,GOPMT,FAVORED,MULTI_FAV,TARGETED,MULTI_TGT,NOCAND,FAV1,FAV2,FAV3,FAV4,FAV5,FAV6,FAV7,FAV8,TGT1,TGT2,TGT3,TGT4,TGT5,TGT6,TGT7,TGT8,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE,MENTION1,MENTION33,MENTION3,MENTION4,MENTION5,MENTION6,MENTION7,MENTION8,MENTION15,MENTION16,MENTION17,MENTION19,MENTION21,MENTION23,MENTIONCOMM,MENTIONNEIGH,MENTIONTOGETH,MENTION18,MENTION26,MENTIONWC,MENTIONMC,MENTIONUC,TOC_DRUGS,TOC_ECON,TOC_EDU,TOC_ENVT,TOC_ETHICS,TOC_FOREIGN,TOC_HEALTH,TOC_LAW,TOC_SOCIAL,TOC_OTHER,ISSUE210,ISSUE41,ISSUE54,ISSUE106,ISSUE44,ISSUE33,ISSUE22,ISSUE10,ISSUE11,ISSUE12,ISSUE13,ISSUE20,ISSUE18,ISSUE16,ISSUE217,ISSUE17,ISSUE14,ISSUE215,ISSUE23,ISSUE19,ISSUE15,ISSUE21,ISSUE24,ISSUE50,ISSUE51,ISSUE52,ISSUE80,ISSUE82,ISSUE113,ISSUE83,ISSUE84,ISSUE90,ISSUE91,ISSUE92,ISSUE60,ISSUE61,ISSUE62,ISSUE63,ISSUE64,ISSUE68,ISSUE69,ISSUE66,ISSUE67,ISSUE70,ISSUE71,ISSUE72,ISSUE73,ISSUE74,ISSUE75,ISSUE76,ISSUE65,ISSUE114,ISSUE53,ISSUE59,ISSUE58,ISSUE55,ISSUE110,ISSUE218,ISSUE219,ISSUE220,ISSUE208,ISSUE105,ISSUE116,ISSUE117,ISSUE209,ISSUE40,ISSUE45,ISSUE43,ISSUE42,ISSUE212,ISSUE221,ISSUE200,ISSUE95,ISSUE109,ISSUE30,ISSUE32,ISSUE37,GUNPIC,ISSUE108,ISSUE102,ISSUE56,ISSUE57,ISSUE112,ISSUE31,ISSUE101,ISSUE38,ISSUE39,ISSUE34,ISSUE35,ISSUE36,ISSUE107,ISSUE93,ISSUE111,ISSUE94,ISSUE96,ISSUE98,ISSUE99,ISSUE103,ISSUE104,ISSUE118,ISSUE97,ISSUE97_TXT,CAND1_pic,CAND1_pic_tone,CAND2_pic,CAND2_pic_tone,CAND3_pic,CAND3_pic_tone,CAND4_pic,CAND4_pic_tone,CAND5_pic,CAND5_pic_tone,CAND6_pic,CAND6_pic_tone,CAND7_pic,CAND7_pic_tone,CAND8_pic,CAND8_pic_tone,pic_face,pic_color,pic_otherpeople,pic_oth,pic_oth_txt,PAGENAME_INFO,PAGENAME_INFO_TXT,OTHERNOTES,OTHERNOTES_TXT,PROB_VID_NOCODE,PROB_VID_PARTIAL,PROB_DONTUSE,PROB_SPANISH,PROB_OTH,PROB_QUEST,PROB_OTH_TXT,PROB_QUEST_TXT,NOMINATE,NOMINATE_TXT
x_1028339184280968,10153,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),"""Ad violates FB's advertising polciies""",,President,Donald Trump,In a way to show disaproval or opposition,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show disaproval or opposition,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,, ,3,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,Chris Sununu,Mentioned in text of the ad,,,,Dan Feltes,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,,Down-ballot candidate/governor,,,,,,,Down-ballot candidate/governor,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Donald Trump,In a way to show disaproval or opposition,Down-ballot candidate/governor,In a way to show disaproval or opposition,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",Color (black and white/gray),,, ,No, ,, ,,,,,,, , ,, 
x_1073421453076957,10154,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,President,Donald Trump,In a way to show approval or support,,,,,,,,,,,,,,,,, ,3,Mentioned in text of the ad,Pictured in image or video,Mentioned in audio of video,,Ron DeSantis,,,Mentioned in audio of video,Mentioned in on-screen text of video or image,Jason Brodeur,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,Conservative,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Police/police brutality/Racial Violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_356983815514063,10155,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,, ,2,Mentioned in text of the ad,Pictured in image or video,Mentioned in audio of video,,Chris Sununu,Mentioned in text of the ad,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Gary Daniels,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,,,,,,,,,,,Taxes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1021510431606333,10156,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,U.S. Senate,Lindsey Graham,In a way to show disaproval or opposition,U.S. Senate,Jaime Harrison,In a way to show approval or support,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,Jaime Harrison,,,,,,,Lindsey Graham,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1000707167072590,10157,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Joe Biden,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Joe Biden,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,Yes,Favored Candidate: Donald Trump,, ,,,,,,, , ,, 
x_347439270022868,10158,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),"""Ad violates FB's advertising polciies""",,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show disaproval or opposition,President,Donald Trump,In a way to show disaproval or opposition,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,, ,3,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,Chris Sununu,Mentioned in text of the ad,,,,Dan Feltes,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,,Down-ballot candidate/governor,,,,,,Down-ballot candidate/governor,,,,,,,,Request for donations,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supreme Court/Judiciary,,,,,,,Abortion,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Down-ballot candidate/governor,In a way to show disaproval or opposition,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",Color (black and white/gray),,, ,No, ,, ,,,,,,, , ,, 
x_1028559840915884,10159,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,Victoria Neave,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,Education/Child Care/Family Leave,,,,Health/Healthcare,Law & Order,,,,,,,,,,,,Government Spending,,,,Business,,,,,,,,,,Education/Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,Domestic Violence/Sexual Assault/Harassment/Child abuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,In a way to show approval or support,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, 
x_383588529479173,10160,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),"""Ad violates FB's advertising polciies""",,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,President,Donald Trump,In a way to show approval or support,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,, ,3,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,Chris Sununu,Mentioned in text of the ad,,,,Dan Feltes,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,,Down-ballot candidate/governor,,,,,,Down-ballot candidate/governor,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,Environment/Energy,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environment (generic reference),,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,Women's Health,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Down-ballot candidate/governor,In a way to show disaproval or opposition,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",Color (black and white/gray),,, ,No, ,, ,,,,,,, , ,, 
x_2502394496719441,10161,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show disaproval or opposition,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,, ,3,Mentioned in text of the ad,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Roland Gutierrez,,,Mentioned in audio of video,,Pete Flores,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,Down-ballot candidate/governor,,,,,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,Upper class / rich /wealthy,,,Education/Child Care/Family Leave,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,Education/Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1333439470381499,10162,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,U.S. Senate,Cal Cunningham,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Cal Cunningham,,,,,,,,,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Cal Cunningham,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1330604907285613,10163,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,U.S. Senate,Bernie Sanders,In a way to show approval or support,,,,,,,,,,,,,,,,,,,, ,2,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,David Zuckerman,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Change,,,,,,,,,,,,,,,,,,,,Economic Policy,Education/Child Care/Family Leave,Environment/Energy,,,Health/Healthcare,,,,,,,,,,,,,,,,Employment / Jobs,,,,Minimum Wage/Wages,,,,,,,Education/Schools,,Child Care/Family Leave,,Global Warming / Climate Change,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_2753382001581182,10164,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,U.S. Senate,Mark Warner,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Mark Warner,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,Education/Child Care/Family Leave,,,,,,,,,,,,,,Economy (generic reference),Taxes,,,,,Employment / Jobs,Business,Debt (personal),,,,,,,,No,Education/Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1049755542110585,10165,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,U.S. Senate,Dan Sullivan,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Dan Sullivan,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,Drugs/Drug Abuse/Prescription Drugs,Economic Policy,,,,Foreign/Defense Policy,Health/Healthcare,,,,,,Prescription Drugs,,,,,,,,,,,Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,Medical Bills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1037299786721327,10166,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,, ,2,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,Gretchen Whitmer,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Police/police brutality/Racial Violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,Down-ballot candidate/governor,Unclear whether support or opposition,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1022350274851692,10167,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,U.S. Senate,John James,In a way to show disaproval or opposition,President,Donald Trump,In a way to show disaproval or opposition,U.S. Senate,Gary Peters,Unclear whether support or opposition,,,,,,,,,,,,,,,,, ,3,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,John James,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,John James,Unclear whether support or opposition,Donald Trump,Unclear whether support or opposition,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_646335526067654,10168,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Chris Peterson,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,Environment/Energy,,,,,,,,,,,,,Economy (generic reference),,,,,,Employment / Jobs,,,,Minimum Wage/Wages,,,,,,,,,,Environment (generic reference),Global Warming / Climate Change,,Energy Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1183227462060156,10169,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,U.S. House,Gil Cisneros,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Gil Cisneros,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1021112148403741,10170,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,,,,,,,,,,,,,,,,,,,,,,,,,, ,0,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,PROB_SPANISH,,, , ,, 
x_346077879916595,10171,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,Pictured in image or video,,Mentioned in on-screen text of video or image,Ashley Eason,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,Asks the viewer to fill out a survey/poll,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Down-ballot candidate/governor,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1004995096595179,10172,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,GOTV efforts (get out the vote),,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,Color (black and white/gray),,, ,Yes,Biden mentioned in page name,, ,,,,,,, , ,, 
x_1012645649250569,10173,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Donald Trump,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emergency Preparedness/Response,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_260954058575797,10174,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show disaproval or opposition,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,, ,2,Mentioned in text of the ad,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Daphne Jordan,,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Andrew Cuomo,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Ethics/Scandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_785496562014540,10175,achampeau@wesleyan.edu,, ,Text,,Still images(s),,,,President,Donald Trump,In a way to show disaproval or opposition,President,Joe Biden,In a way to show approval or support,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,, ,3,Mentioned in text of the ad,Pictured in image or video,,,Anton Andrew,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Donald Trump,Unclear whether support or opposition,,,Down-ballot candidate/governor,Unclear whether support or opposition,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1039674809816386,10176,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Joe Biden,In a way to show approval or support,Other national politician,Kamala Harris,In a way to show approval or support,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Joe Biden,,,,,,,,,,,GOTV efforts (get out the vote),,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_544364136359274,10177,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),"""Ad violates FB's advertising polciies""",,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show disaproval or opposition,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,, ,3,Mentioned in text of the ad,,,Mentioned in on-screen text of video or image,Dan Feltes,Mentioned in text of the ad,Pictured in image or video,,,Chris Sununu,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,Down-ballot candidate/governor,,,,,,,,,Down-ballot candidate/governor,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,Down-ballot candidate/governor,In a way to show disaproval or opposition,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,Color (black and white/gray),,, ,No, ,, ,,,,,,, , ,, 
