advertiser_id,advertiser_name,wmp_office,wmp_spontype,wmp_spontype_new,wmpid,cand_id
AR07102919744784695297,EMILIA SYKES FOR CONGRESS,us house,campaign,,WMPID2153,H2OH13264
AR14702979136582844417,CITIZENS FOR JUDICIAL FAIRNESS,,group,group,,
AR10701028115972358145,FRIENDS OF JEFFREY A. CROSSMAN,down ballot,campaign,campaign,,
AR12548995175839432705,EMILIA SYKES FOR CONGRESS,us house,campaign,,WMPID2153,H2OH13264
AR15998981669860147201,COMMITTEE TO PROTECT ACCESS TO QUALITY DENTAL CARE,,group,group,,
AR16035541874592710657,RUSSO FOR CONGRESS,us house,campaign,,WMPID4636,H2OH15210
AR10488035396364009473,Fairfield Democratic Town Committee,,party,party,,
AR15541444644972789761,Liebling (Tina) for State House,down ballot,campaign,campaign,,
AR17135692318624448513,BRIAN FITZPATRICK FOR ALL OF US,us house,campaign,,WMPID1012,H6PA08277
AR16413083656123318273,Glenn A. Hegar,down ballot,campaign,campaign,,
AR07629666078838226945,CURTIS FOR CONGRESS,us house,campaign,,WMPID1264,H8UT03238
AR15736052499372572673,BOXD MARKETING LLC,,group,group,,
AR04473683084209815553,"MITCHELL, ANN MARIE FRIENDS OF",down ballot,campaign,campaign,,
AR16427720354912272385,DEB MCGRATH FOR CONGRESS,us house,campaign,,WMPID3928,H2WI03148
AR05711039728845848577,PROGRESS MICHIGAN POLITICAL ACTION FUND (SUPERPAC),,group,group,,
AR02476694609225318401,KATHLEEN HARDER FOR CONGRESS,us house,campaign,,WMPID3000,H2OR06074
AR07588604267343118337,Carrick Flynn for Oregon,us house,campaign,,WMPID3002,H2OR06090
AR09116365778533220353,MIKE ERICKSON FOR CONGRESS,us house,campaign,,WMPID2170,H2OR06124
AR09390480624407543809,CONVENTION OF STATES ACTION,,group,group,,
AR15494486771093209089,SCHNEIDER FOR CONGRESS,us house,campaign,campaign,WMPID800,H2IL10068
AR02774418993404968961,"BEN CLINE FOR CONGRESS, INC.",us house,campaign,,WMPID1268,H8VA06104
AR15630729387194712065,Rob H for Governor,governor,campaign,campaign,,
AR18197269695730548737,Friends of Briana Sewell,down ballot,campaign,campaign,,
AR14946985986834300929,ARIZONAS BOLD ERA PAC,,group,group,,
AR01972916798198120449,Ray Jones,down ballot,campaign,campaign,,
AR17597644638611570689,John Hamasaki for District Attorney 2022,down ballot,campaign,campaign,,
AR00743569339856191489,KIM REYNOLDS FOR IOWA,governor,campaign,campaign,,
AR05777635705031229441,Morning In America PAC,,group,,,
AR05215643769835094017,YOUNG KIM FOR CONGRESS,us house,campaign,,WMPID1067,H8CA39240
AR08731214758063112193,Edgar Joel Pinares Vergara,,unclear could be campaign,unclear could be campaign,,
AR10979490705700814849,REPUBLICAN ADS LLC,,group,group,,
AR14867483393406271489,Constantine for Supervisor 2022,down ballot,campaign,campaign,,
AR17950662431759925249,Jennifer Brunner Committee,down ballot,campaign,campaign,,
AR06975390139858026497,Joy Fox for Congress,us house,campaign,,WMPID3034,H2RI02176
AR02504476794158055425,CITIZENS FOR MAZZOCHI,down ballot,campaign,campaign,,
AR07450452486738935809,Bah for Congress,us house,campaign,,WMPID2150,H2RI02218
AR17754965511092830209,FRIENDS OF ALLAN FUNG,us house,campaign,campaign,WMPID4637,H2RI02226
AR18364993597478010881,VAL HOYLE FOR CONGRESS,us house,campaign,,WMPID4342,H2OR04095
AR09574283784199602177,EDDIE SMITH CAMPAIGN TO ELECT,down ballot,campaign,campaign,,
AR16100844069189582849,WEPRIN 2021,down ballot,campaign,campaign,,
AR03003615765627666433,Dawn C. Buckingham,,unclear could be campaign,unclear could be campaign,,
AR03063082577138024449,Jessica Moore,,unclear could be campaign,unclear could be campaign,,
AR14767778579487916033,REP. JOE WILSON - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID840,H2SC02059
AR17474651068905291777,Committee to Elect Robert T Reives II,down ballot,campaign,campaign,,
AR09105993260714688513,COLORADANS FOR COLE BUERGER,us house,campaign,,WMPID2185,H2CO03302
AR04363483775401721857,"SCHELLER FOR CONGRESS, INC.",us house,campaign,,WMPID571,H0PA07132
AR18109449502996824065,OHIO SECRETARY OF STATE,,government agency,government agency,,
AR03598851503609085953,ODESSA FOR CONGRESS,us house,campaign,,WMPID1700,H2TN05305
AR10418792552093188097,Texans for Greg Abbott,down ballot,campaign,campaign,,
AR10381800308010385409,Jason Lyon for Pasadena City Council (2022),down ballot,campaign,campaign,,
AR04238683158335193089,NEW YORK CITY CAMPAIGN FINANCE BOARD,,group,group,,
AR15528042491583397889,"PATAGONIA, INC.",,group,group,,
AR07893033748306853889,SUSAN WRIGHT FOR CONGRESS,us house,campaign,,WMPID4414,H2TX06251
AR14017929241530728449,SUSAN WRIGHT FOR CONGRESS,us house,campaign,,WMPID4414,H2TX06251
AR11475647251880083457,MARK LAXER,,unclear could be campaign,unclear could be campaign,,
AR09802559990311944193,MICHAEL WOOD FOR CONGRESS,us house,campaign,,WMPID3323,H2TX06293
AR00788605336129896449,HERRING FOR ATTORNEY GENERAL,down ballot,campaign,campaign,,
AR01429607695861678081,Texans for Morgan Luttrell,us house,campaign,,WMPID2639,H2TX08182
AR07615301784055054337,Kathleen for Congress,us house,campaign,,WMPID3470,H2TX13117
AR16352285061153816577,Mark Dorazio Campaign,down ballot,campaign,campaign,,
AR08099438743997382657,WEST VIRGINIA OIL MARKETERS AND GROCERS ASSN INC,,group,group,,
AR09226633806818050049,Everytown for Gun Safety Victory,,group,group,,
AR12647437131933810689,Ericka Lynn Redic,,unclear could be campaign,unclear could be campaign,,
AR07520528760823611393,NOEM VICTORY FUND,governor,campaign,campaign,,
AR06368009677472530433,"No on Measure HC - Inglewood health care workers and providers against the unequal pay initiative, sponsored by the California Association of Hospitals and Health Systems",,group,group,,
AR18066310370439462913,"MORE JOBS, LESS GOVERNMENT",,group,group,,
AR00806619734639378433,REP. ROGER WILLIAMS - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID854,H2TX33040
AR00337499560911831041,Rising Leaders PAC Inc.,,group,group,,
AR06259718296216535041,Kevin Rinke for Governor,governor,campaign,campaign,,
AR04247369849950437377,"CALIFORNIA ALLIANCE, A COALITION OF CONSUMER ATTORNEYS, CONSERVATIONISTS AND FOOD AND COMMERCIAL WORKERS",,group,group,,
AR01405238601179987969,ELECT MARCIA MORGAN,down ballot,campaign,campaign,,
AR06006842441578053633,DAN SANCHEZ FOR CONGRESS,us house,campaign,,WMPID4529,H2TX34238
AR01413845097165881345,CARE IN ACTION INC,,group,,,
AR06590513791136432129,Kyle Jerome Kacal,down ballot,campaign,campaign,,
AR03974584313634095105,Russell Prescott For Congress,us house,campaign,,WMPID4416,H2NH01304
AR03579088056977719297,BOGNET FOR CONGRESS,us house,campaign,,WMPID572,H0PA08221
AR05355255358283579393,MICHAEL JONATHAN PETERSEN,down ballot,campaign,campaign,,
AR08201895635520061441,PEOPLE FOR DEREK KILMER,us house,campaign,,WMPID859,H2WA06129
AR18068917106350489601,RETIRE HIM,,group,group,,
AR10602314236908535809,KIGGANS FOR CONGRESS,us house,campaign,,WMPID2896,H2VA02064
AR16866456005842567169,FRIENDS OF KEVIN OLICKAL,down ballot,campaign,campaign,,
AR06426827502244593665,LATTA FOR CONGRESS,us house,campaign,campaign,WMPID1203,H8OH05036
AR03533549309012213761,Baird Welch-Collins,,unclear could be campaign,unclear could be campaign,,
AR12313365710838431745,TADDEO FOR CONGRESS,us house,campaign,campaign,WMPID4867,H8FL00034
AR04073981264296673281,TAYLOR KEENEY FOR CONGRESS,us house,campaign,,WMPID3098,H2VA07162
AR01299763893836447745,TIM RYAN FOR CONGRESS,us house - not in our 2022 FEC cd file,campaign,,WMPID833,
AR09709391773020717057,DEMOCRATIC STRATEGY INSTITUTE,,group,group,,
AR08255438278379962369,Lawson for Congress,us house,campaign,,WMPID2635,H2VA10182
AR10919969674523312129,"WARREN, PERRY FOR STATE REPRESENTATIVE",down ballot,campaign,campaign,,
AR02995734466279768065,FRIENDS OF JAZZ LEWIS,us house,campaign,,WMPID2746,H2MD04323
AR15093158155007295489,REGAN4CONGRESS,us house,campaign,,WMPID4401,H2IL13179
AR04967945790329716737,SEAN PATRICK MALONEY FOR CONGRESS,us house,campaign,,WMPID827,H2NY22139
AR16449873040310796289,Michelle for Secretary of State,down ballot,campaign,campaign,,
AR15951064197207425025,Todd Connor for Indiana,down ballot,campaign,campaign,,
AR08719809592667668481,CONNECTICUT REPUBLICAN PARTY,,party,party,,
AR15992757678132690945,MOVE TEXAS ACTION FUND,,group,group,,
AR12000316608468746241,Johnny Khamis for Supervisor 2022,down ballot,campaign,campaign,,
AR15240656540361818113,Rutigliano for Trumbull,down ballot,campaign,campaign,,
AR03449312424673411073,OKLAHOMA PROJECT,,group,,,
AR11948525212753985537,KURT SCHRADER FOR CONGRESS,us house,campaign,,WMPID1215,H8OR05107
AR02116006141925261313,Hohman for Congress,us house,campaign,,WMPID3762,H2TX28131
AR02085642028812599297,Palmer for Illinois,us house,campaign,,WMPID2024,H2IL13146
AR02820562953802088449,FRIENDS OF DAVID LAGRAND,down ballot,campaign,campaign,,
AR05661383241114845185,VERONICA KLINEFELT FOR STATE SENATE,down ballot,campaign,campaign,,
AR13609438131823575041,"No on 29: Stop Yet Another Dangerous Dialysis Proposition, sponsored by patients, doctors, nurses and dialysis providers",,group,group,,
AR14749228169059893249,Syms for Arizona,down ballot,campaign,campaign,,
AR12515218178634153985,Fuller for Congress,us house,campaign,,WMPID4654,H2WV01136
AR11567347896026136577,COALITION OF MINNESOTA BUSINESSES,,group,group,,
AR07794731361469726721,MICHELLE BOND FOR CONGRESS,us house,campaign,,WMPID4184,H2NY01257
AR11151388078709407745,REP. TOM MALINOWSKI - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID1181,H8NJ07223
AR04375042047791333377,WBJ Leadership Committee,,group,group,,
AR11446901619883507713,GALLEGO FOR ARIZONA,us house,campaign,,WMPID867,H4AZ07043
AR11727848831012831233,POLICE BENEVOLENT ASSOCIATION OF THE CITY OF NEW YORK INC.,,group,group,,
AR08430369478847496193,SANFORD BISHOP FOR CONGRESS,us house,campaign,,WMPID791,H2GA02031
AR04838560965689606145,Building a Healthy Future for CA Facilitated by Agricultural Council of CA,,group,group,,
AR05710195303915716609,SUJATA FOR CONNECTICUT,down ballot,campaign,campaign,,
AR12944801700933271553,Citizens for Las Virgenes Unified School District,,group,group,,
AR09120629959503642625,MONDAIRE FOR CONGRESS,us house,campaign,,WMPID506,H0NY17174
AR04290154046410457089,John Charles Zaher,,unclear could be campaign,unclear could be campaign,,
AR09295630154325819393,Ganorkar for Congress,us house,campaign,,WMPID2019,H2NC06106
AR12546415652841193473,MIKE FRANCE CT2,us house,campaign,campaign,WMPID4570,H2CT02161
AR12662857026599124993,Friends of Steve McClure,down ballot,campaign,campaign,,
AR14520164437744156673,"Social Eyes Marketing, LLC",,group,group,,
AR05175527194742489089,John Hamilton for Tiburon Fire Protection District Board 2022,down ballot,campaign,campaign,,
AR00687274344514060289,WALBERG FOR CONGRESS,us house,campaign,,WMPID895,H4MI07103
AR06975790636968443905,STAND FOR AMERICA PAC,,group,group,,
AR14597007106386165761,Mills for Maine,governor,campaign,campaign,,
AR01172819778851569665,Wendell McNeal for State House Inc,down ballot,campaign,campaign,,
AR06588481069014581249,ZINKE FOR CONGRESS,us house,campaign,,WMPID2527,H4MT01041
AR09761267006497095681,Virginia Foxx for Congress,us house,campaign,,WMPID904,H4NC05146
AR07449429185010860033,MCHENRY FOR CONGRESS,us house,campaign,,WMPID905,H4NC10047
AR02304810980112072705,Reuben DSilva,,unclear could be campaign,unclear could be campaign,,
AR01252476097749057537,REP. DONALD NORCROSS - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID908,H4NJ01084
AR00414052302081490945,Ascension Marketing Group Inc,,group,group,,
AR01251715510580543489,Donna Edwards 4 Congress,us house,campaign,,WMPID2658,H2MD04356
AR05142825588628652033,Stan Gerdes for State Representative,down ballot,campaign,campaign,,
AR02612563185214947329,"SHEA ROBERTS FOR GEORGIA, INC.",down ballot,campaign,campaign,,
AR18176159072477249537,FREEDOM CLUB,,group,group,,
AR17465434756282843137,DR. AL GROSS FOR U.S. SENATE,us senate - other cycle,campaign,,WMPID3897,S0AK00196
AR13325866111560843265,Boozman For Arkansas,us senate,campaign,,WMPID1299,S0AR00150
AR03962319536304160769,Mark Kelly for Senate,us senate,campaign,,WMPID1302,S0AZ00350
AR11384730834402541569,Bennet for Colorado,us senate,campaign,,WMPID1305,S0CO00211
AR04643398545112563713,BLUMENTHAL FOR CONNECTICUT,us senate,campaign,,WMPID1315,S0CT00177
AR05346045505291943937,MARCO RUBIO FOR SENATE,us senate,campaign,,WMPID1321,S0FL00338
AR17406887961127026689,MARCO RUBIO FOR SENATE,us senate,campaign,,WMPID1321,S0FL00338
AR07182956219827486721,WARNOCK FOR GEORGIA,us senate,campaign,,WMPID1330,S0GA00559
AR07989861140295319553,WARNOCK FOR GEORGIA,us senate,campaign,,WMPID1330,S0GA00559
AR16323772250744422401,"GRASSLEY COMMITTEE, INC.",us senate,campaign,,WMPID1342,S0IA00028
AR00244757198217936897,MORAN FOR KANSAS,us senate,campaign,,WMPID1352,S0KS00091
AR07649078781260333057,RAND PAUL FOR US SENATE,us senate,campaign,,WMPID1357,S0KY00156
AR03978519122152521729,BOOKER FOR KENTUCKY,us senate,campaign,,WMPID2244,S0KY00420
AR15519119130090274817,"BOLDUC 2022, INC.",us senate,campaign,,WMPID1405,S0NH00326
AR05850029199871442945,MARK RONCHETTI FOR NEW MEXICO,us senate - other cycle,campaign,campaign,,S0NM00124
AR13804008259230629889,GILLIBRAND FOR SENATE,us senate - other cycle,campaign,,WMPID1415,S0NY00410
AR14749764180978434049,KHALED SALEM,us senate,campaign,,WMPID4160,S0NY00667
AR17375362763735433217,FRIENDS OF MIKE LEE INC,us senate,campaign,,WMPID1445,S0UT00165
AR03868306894082801665,"RON JOHNSON FOR SENATE, INC.",us senate,campaign,,WMPID1450,S0WI00197
AR01306519293277503489,NELSON FOR WISCONSIN,us senate,campaign,,WMPID1810,S0WI00247
AR14011173842089672705,KELLY FOR ALASKA,us senate,campaign,,WMPID4671,S2AK00127
AR17395013991461289985,Kelly For Alaska,us senate,campaign,,WMPID4671,S2AK00127
AR13442428019280969729,Gungurstein For Senate,us senate,campaign,,WMPID2396,S2AK00218
AR13772483061839036417,LYNDA BLANCHARD FOR SENATE INC,us senate,campaign,,WMPID2039,S2AL00137
AR09632914417117036545,LINDY BLANCHARD FOR GOVERNOR,us senate,campaign,,WMPID2039,S2AL00137
AR04319427443988365313,BRITT FOR ALABAMA INC.,us senate,campaign,,WMPID3864,S2AL00145
AR12991108526490255361,JESSICA TAYLOR FOR SENATE INC,us senate,campaign,,WMPID1586,S2AL00152
AR01725719371361288193,DURANT FOR SENATE,us senate,campaign,,WMPID3355,S2AL00202
AR02357349219100000257,BEQUETTE FOR ARKANSAS,us senate,campaign,,WMPID2395,S2AR00107
AR11525186847781158913,JIM LAMON FOR SENATE,us senate,campaign,,WMPID4236,S2AZ00331
AR06230226920458420225,McGuire For Arizona,us senate,campaign,campaign,WMPID2994,S2AZ00349
AR18017125710635728897,BRNOVICH FOR SENATE,us senate,campaign,,WMPID1922,S2AZ00356
AR16676544234324492289,BLAKE MASTERS FOR SENATE,us senate,campaign,,WMPID3907,S2AZ00372
AR09449027419563360257,ALEX PADILLA FOR SENATE,us senate,campaign,,WMPID1456,S2CA00955
AR04479947345550639105,Denard for the U.S. Senate,us senate,campaign,,WMPID4221,S2CA00989
AR08597086502821822465,MARK MEUSER FOR U.S. SENATE,us senate,campaign,,WMPID3569,S2CA01060
AR11556375594614652929,ELIST FOR US SENATE,us senate,campaign,,WMPID3096,S2CA01250
AR14144030031097102337,ELI FOR COLORADO,us senate,campaign,campaign,WMPID4072,S2CO00209
AR13886564265168470017,GINO FOR SENATE,us senate,campaign,,WMPID2755,S2CO00225
AR10416599851029495809,Joe Odea for Senate,us senate,campaign,,WMPID3196,S2CO00241
AR11940787399673511937,JOE O'DEA FOR SENATE,us senate,campaign,,WMPID3196,S2CO00241
AR09325543742549000193,DEBORAH FLORA FOR COLORADO,us senate,campaign,,WMPID3808,S2CO00258
AR16820258925289930753,THEMIS 2022 INC,us senate,campaign,campaign,WMPID1686,S2CT00306
AR11357793074399936513,"LEORA LEVY FOR U.S. SENATE, INC.",us senate,campaign,,WMPID4019,S2CT00314
AR03339144108349325313,COMMITTEE TO ELECT ALAN GRAYSON,us senate,campaign,,WMPID3626,S2FL00581
AR09532344012669714433,WILLIAM SANCHEZ FOR US SENATE,us senate,campaign,,WMPID2561,S2FL00623
AR02272541413348474881,VAL DEMINGS FOR U.S. SENATE,us senate,campaign,,WMPID787,S2FL00631
AR09820574388821426177,VAL DEMINGS FOR U.S. SENATE,us senate,campaign,,WMPID787,S2FL00631
AR01272119147857182721,VAL DEMINGS FOR CONGRESS,us senate,campaign,,WMPID787,S2FL00631
AR14810562775947935745,KEN RUSSELL FOR FLORIDA,us senate,campaign,,WMPID3953,S2FL00649
AR07640832169174106113,"GEORGIANS FOR LATHAM, INC.",us senate,campaign,campaign,WMPID3075,S2GA00175
AR09154041643970592769,"KELVIN KING FOR GEORGIA, INC.",us senate,campaign,,WMPID3020,S2GA00183
AR02128426225272619009,GARY BLACK FOR SENATE INC.,us senate,campaign,,WMPID3997,S2GA00209
AR11376933372816261121,"Team Herschel, Inc.",us senate,campaign,,WMPID4511,S2GA00225
AR16390565657986465793,TEAM HERSCHEL'S PEOPLE'S CHAMPION COMMITTEE,us senate,campaign,campaign,WMPID4511,S2GA00225
AR12192647855323742209,"Friends for Josh Clark, Inc",us senate,campaign,,WMPID3916,S2GA00266
AR05976752106860707841,MUHLBAUER FOR IOWA,us senate,campaign,,WMPID3992,S2IA00149
AR04607657820140077057,ABBY FOR IOWA,us senate,campaign,campaign,WMPID1102,S2IA00164
AR15890447021656506369,"MICHAEL FRANKEN FOR IOWA, INC",us senate,campaign,,WMPID2549,S2IA00172
AR10547145141473247233,"Michael Franken for Iowa, Inc",us senate,campaign,,WMPID2549,S2IA00172
AR04972814702695415809,Arview For Senate,us senate,campaign,,WMPID3235,S2IL00150
AR08659736400494592001,KATHY SALVI FOR US SENATE,us senate,campaign,,WMPID2659,S2IL00267
AR06257385957176115201,MCDERMOTT FOR INDIANA,us senate,campaign,,WMPID1575,S2IN00208
AR16860298190971207681,HOLLAND FOR KANSAS,us senate,campaign,,WMPID3765,S2KS00113
AR12816740275976142849,Luke Mixon for US Senate,us senate,campaign,,WMPID4438,S2LA00135
AR04505728694198730753,Chambers for Louisiana,us senate,campaign,,WMPID4727,S2LA00150
AR16311752664507482113,CHAMBERS FOR CONGRESS,us senate,campaign,,WMPID4727,S2LA00150
AR07929062545325817857,MICHELLE L SMITH FOR SENATE,us senate,campaign,,WMPID4674,S2MD00529
AR07200751540645134337,JAMES TARANTIN FOR THE UNITED STATES SENATE,us senate,campaign,,WMPID3544,S2MD00552
AR15650484106452533249,SIFTON FOR US SENATE,us senate,campaign,,WMPID4334,S2MO00478
AR02758930173104488449,LUCAS KUNCE FOR MISSOURI,us senate,campaign,,WMPID1921,S2MO00528
AR14558361196815187969,GREITENS FOR US SENATE,us senate,campaign,,WMPID1695,S2MO00536
AR11453129253743230977,SCHMITT FOR SENATE,us senate,campaign,,WMPID4545,S2MO00544
AR13261324504132485121,MARK MCCLOSKEY FOR MISSOURI,us senate,campaign,,WMPID2859,S2MO00585
AR05208888370394038273,VICKY HARTZLER FOR SENATE,us senate,campaign,,WMPID385,S2MO00593
